Text,Sentiment
@PostmodernMacro Younger then mine. So no problems here.,1
@steve_berra happy birthday!,1
"@Kevin_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",1
@souljaboytellem will u say shoutout to NIKKI!!! please Ę (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),1
@mrskutcher Happy Mother's Day! I hope you have an awesome day...and a good rest of the night,1
Officially Mother Day here HAPPY Mother Day to all the MOMS,1
@Corrina2008 your bitches miss you!!!!,-1
happy mother's day,1
After 42 hours of not sleeping it is time for bed. Alaska-so far so good,1
Happy Mothers Day!!,1
@patgiblin blah blah blah.... just kidding dudeĘ i've never had anyone offer up their stem cells before haha!,1
"just missing you&amp;hoping to talk to you soon..I'm so happy you're mine again, thoughĘ You have no idea..&lt;3",1
"cant contain myself, tooooooo excited",1
@michaelBchevre and all chevre: please follow me at @elishevabalas for chevre only Ę I'm using @eliseven for public tweeting!Ę Thanks!,1
I am excited to be homeĘ finally a week and a weekend with people i know,1
so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked,1
"It's great to be home! Temp is chill, cat is great and I feel awesome",1
@officialTila Thanks for the interview mama!Ę Enjoy your night,1
@09Casper oooooo. i like that too! anywhere near mommy is good for me.,1
Eminem's new song &quot;Beautiful&quot; is amazing!. Listen to the MAGIC right NOW!!Ę http://www.myspace.com/steve005,1
watching my favorite tv shows on HULU.com for free,1
@Zoexander Very very very very cool.Ę http://www.inbflat.net/ More details? How it was made? Please tell,1
@theamazon111 Plenty of good trivia on wikihow. Just trying to helpĘ hope u got to sleep by now.,1
At the Spoke Club - fell in love with Tom Arnold all over again (not Rosie's ex definitely different)... Lucky moi,1
@chore4n yeah... WE STILL NEEDA HANG OUT! Lol. I's glad you had a super time at the show,1
@JJRogue I have an interview on tuesday so things are turning around I think!! yay! so dont worry!Ę And Japsicans are a rare breed. ;),1
@steve_berra happy bday stevie bee...and if u want followers u have to get a little more tweetyĘ may babies r the best! i'm the 12th,1
Thanks @TheCampain for shoutin out my mom todayĘ She also says thanks!,1
Happy Mothers Day Mum,1
"Watching the best movie ever: The NeverEnding Story!Ę I wish my babbby was with me, though.",1
watching the original sabrina the teenage witch movie. so different from the series but so rad,1
I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of courseĘ and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,1
@aileen2u2 It's pretty perfect eh! Yes We Cannabis!Ę I saw some of those signs at the Global Marijuana March too.,1
Just finished Church. Happy Mother's Day!,1
@myprivatekeriĘ Thank you,1
@Commander_Cool yep here's hoping,1
@unitechy good luck.. Finally your long time will of panvel tweetup finally coming true..,1
Please Review Sunehre Ad PlacementĘ http://tinyurl.com/oow6mk,1
@ThriftyMamaB for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,-1
"loves the new Mother's Day snl digital short, mother lover, oohhhh cornyness",1
@xxBigOakxx you are a good child.,1
@thiscouldbefun Happy Mother's Day! Hope you have an awesome time with the Bug,1
@serenajwilliams Hi Serena just want to say good luck in Madrid and Paris this month,1
WiSHiNG ALL THE MOTHERS A HAPPY MOTHER'S DAY,1
"Laughing for no reason...maybe its because its 2:27 and I'm tired, haha. Maybe i should go to bedĘ Night!",-1
@reenna96 My long lost friend!,-1
@geneva_rockett i know! And he laughed at the stupid 'women's right's' joke. Wth! Glad we have the same humor!,1
@BumbleBeeBree He says thank you,1
I love Google's Mothers day themeĘ http://tr.im/jtl8,1
"@mrskutcher Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",1
@cager83 wow I love it !!! thanks,1
@IAmCattSadler Catt i TOTALLY love your default picture! You seem like such a fun mom!,1
"@DjSpeedDaGreat good shit homie, hahahahaha thats what im talkin aboutĘ ;)",1
"@tallivansunder Too easy! Happy Mother's Day, to a great mom!",1
@bceband i cant wait to see you guys @ hq on sunday!!,1
@vobes WE Quite Like Worthing its a relaxing place with nice coffee shops and fresh air.. and not too many Oiks,1
http://twitpic.com/4wmaw - pink.green.. Love it.!,1
"@hitechhall I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",1
Is...Sayin Happy Mother's Day 2 Everyone!!!!!,1
"@veropperez great!!Ę i've gpt tp put the lyrics in, finsih the background, then go over some writing, and then done!!",1
great reason!! @Karuna: &quot;I'll be thereĘ @rkmonkey: &quot;trying to find an excuse to go to LA for 5/22 show @mello... ? http://blip.fm/~5z0dc,1
"@ElegySanft I don't say it, I KNOW it.Ę Because I'm just good like that",1
Good night everyoneĘ im going to lay in bed and watch eraser!,1
@carolina90 hahahaha omg you win the internetz today!Ę &quot;Why are you trying to turn me into Zac Efron?&quot; hahaha,1
Happy Mama's day to all mothers,1
@jtimberlake Yay!Ę SNL is on!,1
@jtug all the photosĘ niceeeee,1
"@JaybzS Hi! We get to try out new restos..so yea, it fuunnĘ Let's have dinner when you get back!",1
happy almost mother's day,1
"This is my favourite shirt, because its true.Ę &lt;3 grumpy.Ę Ę a) cuteĘ b) huggableĘ c) life of the partyĘ (d)... http://tinyurl.com/q7eax7",1
MY best 'thing' on the planet,1
is going to bed soon. happy mothers day to all the mothersĘ &lt;333 ryan less than 3 weeks :],1
whohoo!Ę Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.Ę I just may get my girl back,1
HAPPY MOTHERS DAY TO ALL THE MOTHERS IN THE WORLD ESPECIALLY THE TWEETER MOMS,1
Has finally learned how to think before he speaks. And it works wonders,1
mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast,1
@NKSuseDHTweep and again - You're welcome!,1
@alyssacalderonĘ I love you too! I'm kinds reading. But you can call if you'd like,1
@jtimberlake Why thank you... Us Mami's are bringin' sexy back...,1
"@skinnylatte many! mine included. ahem. shld have known better back then, wldn't have missed so many opportunities haha",-1
Goodnight Beautiful worldĘ sweet dreams. olive juice!,1
(@MauiPixie) Gonna watch JT on SNL tonight - not a fan of his music but think he's hilarious! 'Jizz in my Pants' - WAY too funny,-1
"@blawnoxgirl Yes, we will! We should maybe do it in a DM though so we don't annoy our followers. Thought of that too late.Ę Ę Good night!",1
@chrisettefan the step show was fantabulous! (hi @lcsweets !) my sis's group won 2nd in their division and 2nd in the show overall! WHOO!,1
@jwdilla I'm glad you've been having fun babe,1
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,-1
@missxlellabelle mon ami since 5 years youngĘ I loveeee her. Foreverrr,1
@ggw_bach Thank you for YOUR positive energy + contributions here!,1
@swamwine Yeah! Thanks! I'll be back in soon to see what ya got!,1
great night hangin out with my family... mom and dad loved the extra company tonight!Ę can't wait for FRC Pcola Tomorrow,1
"Getting ready to go to sleeep! Grinding early in the morning! Yay, money!",1
@sirlance16Ę Hope ur havin fun in da club,1
"Im free at last, tomorrow I get to remember what Sundays look like",1
The battle at Minas Tirith is still very impressive. Return of the Jedi is the best Lord of the Rings movie IMO.,1
4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,1
"Headed out at 6 today, shopped for Mother's Day gifts. I love B&amp;BWs new scents ? AND finished my book I bought yesterday.",1
Covering my portfolio to send to my *dream job* in ny! Send good vibes!,1
back in Durango. Chaperoning a party. interesting. catching up on my internet surfing and drinking a woodchuck. ha.,1
@inkrediblenyc hey Lonnie! I'll be there next weekendĘ I can't wait.,1
"@sakka: What, you're not really an alcoholic? I AM V. DISAPPOINTED! D: Seriously, though, I got that you were kidding.",-1
@ikonora Have a great night!,1
Happy Mothers Day,1
"@error505 - well i greatly appreciate your comment.Ę That means a lot to me.Ę I'm working on both of them...work in progress, you know.",1
just had an orgasmic sandwich,1
"@Makaio8688 Will you uh, marry me?Ę haha just kidding. Kind of. You're hot though. Just so you know.",1
"@thej If a Cong govt was ruling Karnataka, Cauvery wouldn't have found a mentionĘ Truly, our politicians have no integrity.",-1
@deleonthegreat lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,1
Happy Mothers Day to all the mom's aroundĘ Hope you have a wonderful day!,1
@antdeshawn awww thank u. Feels good to be here,1
Good Morning Everyone,1
Just want to wish everyond a Happy Mother's Day. Hope it's a great one!,1
Probably the best birthday I've ever had. I got to spend it with all my favorite people.,1
Happy mothers day to all the mommies,1
@Franner_tastic GreatĘ cant you twitter from there?,1
@Suzyqbee10 thank you very much!!!,1
@robyn3890 it was way worse than that ...and where were you why didnt you say hello?,-1
loving that spring definitely seems to be here now,1
is liking this feeling,1
"@Twilighter_OfOz cool, catch you laterz!!!",1
*sigh* joe sings so purdy.Ę he makes me feel better,1
@dmcox fantastic day in the AZ sun,1
@WaDuRosario yay! you should do it. just think about the animals and it's not as hard,1
@fiascowines good luck with the deer next weekend!! Hope it isn't too cold or snowy,1
Happy to have a Sunday off from work,1
I still can't believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,1
Restoring new iTouch 2.Ę Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,1
Restoring new iTouch 2.Ę Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,1
just finished baking some cinnamon rolls Ę soooo yummy!,1
goodnight to all.,1
@TDBeadles as to sleeping with whom ? You have your rocking sheetsĘ I hope the smoothness is endulging can't wait for my blankets),1
super duber high! this klondike bar is thee business.,1
i wanna be in michi with my moma!! Love you Mom,1
"Stupid liars. Glad they are ignorant, because I had a blast!!",-1
"KERI HILSON- SLOW DANCE ROCKIN' THE SHIT OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE PANTY DROPPER",1
@RetroRewind great show today,1
happy mother's day! I love you mama,1
"@SamBenningtonĘ Welcome to TwitterĘ It's really cool that you are here! Greetings from Vienna,Austria",1
"traveling alone makes i meet new people,new circle ..strangers become friends",1
Morning everyone! Hope you have a great Sunday!!,1
"Fatigue settling in, but gotta power through! Awesome seats again tonight. I'm pretty lucky. Life ain't too bad...",1
With my baby drinking. God I love her,1
Happy Mothers Day to all the Mommys.,1
"@aeche We didn't...but we did have to wait a good twenty minutes for one.Ę Good night, though!",1
"Good morning, sunshine! I`mm gonna start my day wth some movies.",1
@ztnewetnorb then i kill Bradies gf and have Bradie,-1
Tonight was fun. Love my girl Tanna!,1
"@LucasBlack Yeah, I know! Thanks so much",1
yo yo yo! i like ice cream,1
HAPPY MOTHERS DAYĘ ASAP EVERYDAY!!!,1
@titanite My ex-colleagues from Shaanxi kept boasting of their native noodles. So I'm REALLY curious about Shaanxi food.,1
Going to sleep now goodnight!Ę xoxo,1
@lauraaaknight grr @ naplan. just finished my commerce &amp; geo examsĘ good luck (Y),1
"thank you for teaching me values and to be a better person each dayĘ I LOVE SO MUCH, YOU'RE THE BEST MUM IN THE WORLD",1
@krystynchongĘ E3? Nice! I wish i could go! make sure to take tons of pictures!!!,1
"You make me happy, whether you know it or notĘ &lt;3",1
@solangeknowles happy mother's day! you are beautiful.,1
@troublebrother very much much much mash!!!! more please,1
@officialTila YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha @MrDeNiro it'll be bangin! We gotta hang out chick,1
"Nightlife Commando is like, chanting. The music is cool.Ę &amp; Now I'm listening to INXS. The music in this song is amazing. The bass is win",1
Thinks he may have broken his nose at the show,-1
finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.,1
@ashgen sounds good!! Can't wait,1
I'm going to town on these two dinner rolls and some dark chocolateĘ yummmm,1
@andrew_apuya hey hey andrew!!! haha! ;P well happy mother's day to your mum.,1
Happy Mothers Day people. i love my mom a lot still,1
@janmcq - that is awesome.,1
"@LindseyMadonna I'm glad for youĘ I'm fine, thanks. Just another night full of M",1
@jtimberlake Hey I saw SNL 2nite&amp;I loved it!! especially the crumpin' tit-boob sceneĘ &quot;crumpin'34 dub&quot; wow hilarious,1
"@robotmunky I've read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",1
"@ayende LOL it's not the army it's starfleet, rules are meant to be broken to get the job done. That's why he gets the medal",-1
"@kevpar he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",1
i met one of the nerdiest servers at chili's today lol... he was awesome and i was his favorite,1
@DonEadsĘ Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrowĘ AWESOME week all around!,1
@directorSandy I fucking love the fucking internet.,1
"@TheComputerNerd weird as usual, but ok... that's why we like it",1
@TRACTAHPULL Ę I love you,1
happy mothers day to my mom &amp; all the other mommies / moms to be! have a qood one ladies,1
"@switchfoot My youth group was there! I would have liked 2 go, but I couldn't afford it, &amp; I had a drama performance/party...Ę Luv ya tho!",1
@Carlkr please wear glasses in your next video!Ę you look amazing in them.,1
"@MOAM66 I love old school horror movies more, I got Elvira tattooed on my back",1
Had an awesome lunch with the family &amp; now dinner with the in-laws,1
@TickleMeJoey goodnight baby loll jk night,1
finally got home and get to sleep! had a great time with @jessimon and friends!,1
@Spandexx hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,-1
@solangeknowles awwww yur a awesome mother keep up the good work,1
@andyclemmensen haha well then maybe u shouldn't be so weakĘ hehe jksĘ xx,1
@poetic_violence heyyyy babyy,-1
likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,1
i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag,1
"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",-1
@Afrykah heyyy girl.. havent tweeted u all week. hope all is well with you,1
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,-1
hapee mother's day t all the mothers out there!,1
@FinIsKing thanx 4 thee follow,1
"@philritchie Boom, and if you will, boom! Saw the movie last night - really enjoyed it",1
@AprilFilms meh! You should try the one on commercial drive with all the cats,-1
@NotetoShells yes it does,1
@adnamay YeahĘ The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,-1
@just_another_1 I love that we just get a little peek of your dimple,1
Just finished yet another amazing book by Susan Elizabeth Philips!!!Ę God I love her books so much!!! Which one to read next??? hmmm...,1
"So I was just angrily told I was extemely abusive...mentally, emotionally, &amp; physically. It made my day.Ę Nightss.",-1
@DirtySteveRock I decided you should help me make my first solo album,1
"@cArtPhotography Hey, it was a GORGEOUS, day (and night) here, too.Ę Played in the sun then a full moon lit my way home.Ę Ę Life is good.",1
@bioncaaa oo never played itĘ thats so good that u like 2 play games most females dont like too,1
time to go to bed... and hopefully wake up to a better dayĘ niiiiiiiights yall,1
My goodness! I go single and shit goes crazy! Haha. Fuck this. I like being single too much. I do what I want...holla!,1
"@tommcfly You're welcome!Ę Actually, the all Swedish fans are trying to get McFly toĘ us! We are very close now",1
@debaoki Thanks for getting me bottled water.,1
Love the 3 mile 3AM runs. They make me smile,1
read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,1
@tarabellejeanne awhhh It was so nice to see you.,1
@jaimedr Thanks for the recommendation,1
"Would like to remind people that I am OUT of Kansai Scene, and whatever the current issue is like, I have had nothing to do with it",-1
I wanna say happy mother's day to all the mom's including mine love u mama,1
"@sashagrey since I'm reading the Twilight series and watching Underworld today, I gotta say...perfect pic for my day",1
had a 100% raw day,-1
feelin nice after this bottle of bacardi,1
well Sunday the weather looks great gone take my bike to visite my mom on her day,1
tonight was fun,1
"I'm off 2 dream awhile. Thanks 4 everything tweeple. Many blessings &amp; much joy. peace, love &amp; happiness 2 u all. Hope ur dreams come tru",1
@eavellan that was so much fun! the banana dessert alone is worth the trip to austin! we'll be back soon,1
4 hours till Mothers Day PartyĘ Yeah!,1
laundry and loud music.... relaxing,1
45 minutes until im off from work. I guess i'll go back to work in 15 minutes. It's slow today thank god for one of those days,1
@jemambrose congrats!!!Ę I highly doubt u'll have buyer's remorse...u've wanted that car for a while.,1
@RetroRewind it is sooo hard.... truck and fish please,-1
@idreamofjeanny Chowder is the shit!!!!!!,-1
Happy Mothers Day!,1
happy mother's day!,1
GOOD MORNING!!,1
"@Chi_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry ChicagoĘ jeje",1
@JayLink_ luv itĘ so true,1
had a wonderful evening with those I love!,1
my sidekick is awkward flashing. oh well. leaving my mommy out her flowers and stuff,-1
"@mrskutcher Yes, people skills and social manners are quite nice.Ę If you a few billion, guess you need MORE love to gently guide you.",1
i love it when justin timberlake hosts snl; hilarious,1
@peaches5068 Happy mom's day to you too,1
Happy Mothers Day to all you mothers out there!!Ę i love my mom! GOODNIGHT everyonee!! ?,1
Loves him but most importantly loves my mom! Happy Mothers Day!,1
add me up: http://profiles.friendster.com/americanidolisloveĘ friendster.,1
@DawnRichard have an amazing time with your mommas tomorrow! Show them how much they mean to youĘ Whatever you do they will love it,-1
finally leavin tha studio.Made some really really good music! Very pleased wit tha turnoutĘ !,1
"@DonniesGirl69Ę Yes,... I blame you all",-1
@andyclemmensen would that just eat away at your masculinity? What masculinity did you have? :p haha u'd probs beat me thoĘ haha xo,1
i hate having the same hair for too long. i think i want super looong hair now,-1
@ConformityIssue Haha I should. But I won't. lol Then I might miss something.,1
I am a big fan of Danny Dyer I have to say this movie looks awesomeĘ http://snurl.com/hpwnz,1
@Shontelle_Layne you're welcome sweety!Ę muah! xoxox luv ya!,1
PUSH was amazing,1
"i think i just about have all my info syncing properly between my mac, mobile me, and iphone. yay! finally",1
great night,1
Happy Mother's Day everyone,1
@UndeniableQueen ooooo i love pretty feet,1
@EricS576 Thank you! You know I really love 'BHB',1
New day in new home Ę happy mom day 2 me!,1
Happy mothers day everybody,1
"So, I picked up Chris Botti's~Live in Boston CD, listening while driving home tonight under the moon. Didn't want it to end.",1
good afternoon.Ę http://plurk.com/p/suyev,1
"homee from wango tango, i had funĘ really tired now. wrapping moms present and passing out. &lt;3",1
So tired and I have to work till 10:30 tonight!Ę Ę Happy mothers day to everyone tooĘ http://tinyurl.com/qu62bl,1
"happy mothers day, too all mums out thereĘ remember treat your mum well, she brought you into this life =]",1
"Twitter, you just fail at life sometimes.Ę Oh well. http://tinyurl.com/qkxh7q",-1
@richa_august84 hahahaha now that is a spooky wish babesĘ how about a lifetime supply of shoes with matching bags and constant weight?,-1
Won a gps at post prom,1
Bored...um...Song of the day: &quot;I caught myself by Paramore&quot; and &quot;No good deed from the musical Wicked&quot;Ę Oh! And Fully Alive by Flyleaf!!!,-1
"Finally home after a night of dinner and drinking with friends.Ę Going to sleep now, hoping the bed doesn't spin too much.",1
@mrskutcher Happy mothers day,1
"Welcoming new #followers: @chillisoft, @Hansieboy, @keylmanĘ @luongdat, @pleasehelpmenow &amp; @FLWbooks. Thanks for the love. Tweet on!",1
Nungguin my Sista in law lahiran di RS Asih...kayaknya sih sore ini lahiran. Yeayy another baby girl in the family,1
GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi'S ON TWiTTER,1
@SkinnyInTheCity Good to hear... several of my peeps are working tonight...,1
"@MedicQT geez, 15 years? You'd think they would have had that checked out years ago!",-1
lmao im stupid just felt like sayin tyaŔ_ in my red caf vioce..nite ya'll,-1
Moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you.Ę enjoy your day,1
"@andrewkfromaz Thanks dear, I know this, but I appreciate the validation as always",1
@frombecca Oh yum - rhubarb. These links are fab. Thanks,1
@RetroRewind ty for feeding our NK addiction..ermm i mean our uhh nope yup addiction covers it,1
going to churchĘ god bless you all.,1
save me--i feel like i'm going crazy.Ę ? http://blip.fm/~5z193,-1
Laying in bed with a book &amp; some beautiful music.Ę thank you kaki &amp; nicholas sparks.,1
"@SharneseLaNier Thanks hon, doing great and yourself? Happy Mothers Day",1
i'm going to try to get some sleeeeeeep. goonight twitterĘ have a nice mother's day.,1
I'm way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,1
"@Meshel_Laurie sending love, blessings &amp; healing thoughts to you &amp; familyĘ peace",1
nice nightĘ bed time; work from 4:30-8:45 tomorrow,1
@michaellington hahaha that made me laugh,1
@LuvinMeSomeD thanks :0 I will try,1
"@BrisbaneGirl I like tweetie better, that is what I use all the time",1
"@Afrykah Happy Mothersday btw! Look at the bright side, you can chill all day today",1
Happy Mothers Day to all the Mommies!,1
Still totally excited that my oldest friend @Spencesaur has twitter. I luff my Spencer! Even though he has rabies,1
@JoelMadden great song even if i can't understand lol,1
@akomuzikera clearly need to crack the whip some more,-1
@OlmyT Sure. I'll try n keep that up! =P You enjoy studying. Cya!,1
Back from hospital. Doc says I'll live,1
HAPPY MOTHER'S DAY,1
@tldavidson Totally!!! Rock onnnn!,1
I'm emailing my best friend Deanna with my yahoo account. Emailing is FUN.Ę &lt;3,1
just bought 5 bouquets of flowers and put em all together and arranged them all pretty for my momma in the morning!Ę ::proud of myself::,1
I'm Christine and I'm a friggin' shopaholic. Check out my new coatĘ Had to promise someone I wouldn't spend for 2 weeks after buying this,1
&quot;The weather outside is weather&quot; hahah made me feel better,1
@liltwist twist cld u follow meĘ ill love u forever,1
@tweerrerbotĘ Well I was following you because I think your interesting ... and I was right,1
@twisty7867 i'm using paint.net x64 and it's running crazily fast - can't afford CS4 unfortunately... yet,-1
@solangeknowles I'm proud of You Solange.,1
"@guittaraxx Trust me, that's a GOOD thing. Your 40-something self will thank you.",1
Seeing my brother graduate tomorrow. Should be fun.,1
@B_Wright THANK YOU! &quot;Return of the Mack&quot; is THE jam!,1
@nicaliciousx hale yeahhh that's the coolest part about it ;) hahaha. And I can match grieco!,1
"@filos @elliottucker thanks for the r/t, I was hoping I had some *classy* followers",1
@Marcyluvstravel omg! I dont blame you! hope you didnt hurt him too bad,1
is going home after an awesome time with the peeps,1
Actual wiki entry &quot;The Million Dollar Homepage&quot; made me just shake my head due to the fact that ... sometimes...somtimes things just work,-1
"@suppz yeah, but Mr. Mom's I would say, appreciate their wives much more than the avg dad Ę I have a new found respect for mothers now",1
@marco_cali Good morning,1
random night of funĘ now im chillin at home.. happy mothers day!,1
"To every mom, mommy and mother, Happy Mother's Day Ę Hope you all do something special and fun today.",1
Enjoying the happiness of this special day. Another day that I can make the best one of my life,1
Scotts the only guy for me Ę Good night&lt;3,1
@Immunerock Good luck on Monday!Ę Keep on rockin',1
@a_tall_blonde Ę ~~Hello~~~Ę and thanks for the follow.,1
back from melly's party... i had fun...Ę i'm sleepy now...,1
@chillman2 dude... Can you really be a bachelor at this point?? Don't worry about it.,1
watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,1
On her way home from promĘ so fun!,1
eeehhh. my right eye's twitching. gonna go and watch Boystown. @camerontdf happy birthday!,1
@BrainiacSociety have fun at the viper room tomorrow nightĘ i know the fam out there will be in attendance to support all of yall,1
@khasabadmemory thanks for teaching me how to play a part of that song,1
@SweetAmes - SO.... yeah. I VERY much appreciate that.,1
@Milzyxx just hanging with my bestie,1
@DebbieFletcher Happy Mothers Day! i hope tom got you something special! enjoy day!Ę xo,1
@Alexxstar wow thot we'd lost ya lol lol,1
Happy Mother's Day!,1
The kids were awesome today! They loved the face painting!,1
@doc18 awesome! cheers man! don't know if i'll have much money left after todays shopping spree though!,1
@SFOBear Goodnight!!!!!!,1
@cacsb911 thank you ciciĘ right back at ya!,1
@angiemartinez happy mothers day ang,1
"I forgot, Happy Mom's day.",1
Well then andy i dont think you should date me,-1
is resting. ahhhhh. I feel good,1
Ryan Stiles is still the funniest man ever. Got some great news and some not great news tonight. So happy I could burst,1
@jespern Oops! I got taken ...,-1
i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,-1
"@DavidArchie : Hi, i think u should try Ph? in Vietnam, it's really quite delicious",1
/ happy mommy's day,1
"@anakin1814 I did do that one Twitter while driving, although the iPhone keypad sucks for driving and typing",-1
"@Tacquira anytime love..you looked beautiful! Next time your in nyc, hopefully we can link up! Enjoy your evening",1
yum - mother's day lunch at The Food Business in Burnside was delicious! such a gorgeous day,1
"colds nearly gone, yayness!! greys anatomy on tonight . . . . . .double yay!",1
"@KManCOBHC he has been really brave but this is the best thing to do - now he can rest and get better. Get well soon, Alexi",1
@camerontdf Happy BirthdayĘ Hope you enjoyed us singing to you Wednesday &lt;3,1
"This is the best E-commerce site, I hope you've watched the big bang theory. http://www.pennyblossoms.com/ Please hit &quot;buy now&quot;",1
Hecks yeah. Jandy timsamlake is too rawesome!,1
Daniel has won DSDS. His voice is great.,1
Music soothes the soul...,1
listening to jubey snoring on the phoneĘ hehe goodnight,1
@christinawrites look who I found just for youĘ ---&gt;Ę http://twitter.com/DJT2009,1
love the sweet g'nights every night,1
"@ScottATaylor Other than that, you are totally bereft of faults in every way",-1
@solangeknowles And that's what makes you an amAzing MOTHERĘ HAPPY MOTHERS DAY SOLO!! LUV YA!!,1
Happy mothers day to all of you amazing moms!! Hope you have a wonderful day with your loved ones. You deserve it!!Ę You do a great job!,1
@sanda86 ummm.. sure! i miss ya'll alot too.Ę i think you know who i meant.,-1
@peter_rabbit_ I have been begining to think you are showing signs of becoming a sped hahaĘ Love ya!,1
@mattmarquess may I please have a couple promo codes to your EA apps? Thanks so much!,1
@jtimberlake Very funny Thanks,1
I had a super cool dream last night. @TheEllenShow asked me and @danify to be on her show. Wooowww.Ę *hopes it will come true* ),1
"@Seicra_The_BC well, in the end, everyone's happy (most of the time)",1
@wolfchild59Ę heheheheh... lol... I always figured he'd send them your way if he got any dupes... I felt bad not sending him stuff...,-1
@mosdefaqueen My pleasure. I can't be with my mom on Mother's Day. But I can spread love.,1
Oh Mother - Christina Aguilera. Happy Mothers' Day to all the mamas!Ę ilovemymommy! &lt;3,1
"I am so grateful I am your daughter!Ę Happy Mother's Day, Okasan.Ę Thank you for everything... always!",1
"Had a BLAST this weekend with my sweet girls in Vancouver, watching my awesome Celtic lads... AND I got to see Alissa! Now I'm home",1
"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",1
@crazynessĘ o sweet i saw him last year with kenny &amp; sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,1
@LimeIce *happy to help*,1
@cherrythegreat hay naku!!madaya ka talaga ah hehe ..hey happy mothers day to your mom nga palaĘ @baditz and to your mom also,1
@kerkat28 i posted it! let me know what you think? theres a really cute cut out in the back too.,1
"tried oprahs free unfried kfc and loved itĘ i went back for another try and topped it with boba and wolverine.Chilled with pope,dave,ben",1
Happy Mother's Day to all the mommies,1
@EdoCH thanks!! Yes!! A lot!,1
@WollemiPine Or nudge the partner! Good birthday/ christmas/ I just want to buy you something gift!,1
@Shannannagin haha. Thanks Shannon.Ę 3 out of 5 boats got first.,1
Happy Mother's Day to all the mothers,1
"@oscarrplz thanks osccĘ i have been changing it up lately, and I like this layout the most &lt;33",1
Thinkin' Twitter is interesting.,1
My friends are awesome! @JNBlack @koreantomcruise -- and the non Twitter ones here right now too!!,1
Can't wait 4 a real bed!Ę haha,1
@BB517Ę so far surprisingly good responses. My dad offered to airbrush the old logo on the wall..but I think that might be overkill,1
@emilyjonesmusicĘ awww thank you,1
@mileycyrus tell everybody i said happy mothers day!Ę love ya! #1 fan love you miley you rock,1
"@GabrielSaporta @SUAREASY @NovarroNate you guys were absolutely amazing tonight, as always. thanks for always bringing the dance party.",1
shes so cute when shes sleepy,1
"I'm addicted to the Jonas Brothers' new single 'Paranoid'! It's awesome!! If you haven't heard it already, go check it out!!",1
@MariahCarey Happy Mom's Day!Ę Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!Ę Mini,1
@JT_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,1
"It seems like everyone us watching X-Men now, I feel like I've started a revolutionĘ feels nice",1
Happy Mother's Day to all the moms out there! Just finished having lunch with myĘ relatives. I wuv you mommy and granny.Ę HAHAHA.,1
i have a whole day planned for my mom today that i know she will love!,1
